ID,Type,Name,Address,Grade,District,AGA Division,PS/MC/UC
519,Spa & Wellness Centers,ARIYANNA SPA - WATER GARDEN,"INDIGASWEWA,SIGIRIYA.",Not Graded,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
520,Spa & Wellness Centers,INFINITY SPA,"CLUB WASKADUWA, 211, PANADURA ROAD, WASKADUWA",Not Graded,Kalutara,Kalutara,Kalutara Divisional Secretariat
521,Spa & Wellness Centers,NIROGI SPA,THE SAFARI HOTEL TISSAMAHARAMA,Not Graded,Hambantota,Hambantota,Hambantota Divisional Secretariat
522,Spa & Wellness Centers,INFINITY SPA,"COCO ROYAL,BEACH ROAD,MAHAWASKADUWA,KALUTARA",Not Graded,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat
523,Spa & Wellness Centers,ZEN ISLAND,"67, MIRIHANA ROAD, NUGEGODA",Not Graded,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat
524,Spa & Wellness Centers,"SPA CEYLON AYURVEDA,MOVENPICK HOTEL","NO24, DARMAPALA MAWATHA,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
525,Spa & Wellness Centers,JULIANA SPA,"316, GALLE ROAD, COLOMBO 03",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
526,Spa & Wellness Centers,CEYLON HOLISTIC CENTRE,"NO:220, THIMBIRIGASYAYA ROAD, COLOMBO 05",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
527,Spa & Wellness Centers,SPA OYA,"LAKE VIEW,ARUNALU,GINIWELLA, KOGGOLA, AHANGAMA",Not Graded,Galle,Galle,Habaraduwa Divisional Secretariat
528,Spa & Wellness Centers,TRIVANA LOTUS SPA (PVT) LTD.,"SHOP NO. 19,,INDEPENDENCE ARCADE,,COLOMBO 07.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
529,Spa & Wellness Centers,ROYAL SEN SPA AND WELLNESS CENTER,"47 STATION ROAD,MOUNT LAVINIYA,",Not Graded,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia
530,Spa & Wellness Centers,SPA CEYLON AYURVEDA-BATTARAMULLA,"NO. 1020,,PANNIPITIYA ROAD,BATTARAMULLA",Not Graded,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla
531,Spa & Wellness Centers,L OCCITANE,"NO. 2,,GALLE ROAD,,COLOMBO - 3",Not Graded,Colombo,MC,Colombo Divisional Secretariat
532,Spa & Wellness Centers,QUEEN BEE SPA,"NO.38/5,CEMETERY ROAD,KUDAPADUWA,NEGOMBO.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
533,Spa & Wellness Centers,AVANI SPA,"NO. 20,,HOTEL ROAD,BENTOTA",Not Graded,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
534,Spa & Wellness Centers,AYU SPA,"EARL'S REEF HOTEL,NO.91/22,MARADANA ROAD,MORAGALLA,BERUWALA",Not Graded,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat
535,Spa & Wellness Centers,COCOSPA PVT LTD-HERITANCE KANDALAMA,"COCOSPA-HERITANCE KANDALAMA,P.O.BOX 11,DAMBULLA",Not Graded,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
536,Spice Gardens,INTERNATIONAL SPICE WALK,"NO. 05, SAPPUWATTHA, PALAPTHWELA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
537,Spice Gardens,PARAMOUNT 200,"NO. 200, KAWDUPELLA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
538,Spice Gardens,HAPPYLAND SPICE GARDEN,"NO.01,DAMBULLA ROAD, KAWATAYAMUNA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
539,Spice Gardens,RANWELI SPICE GARDEN,"NO. 99, KAUDUPELELLA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
540,Spice Gardens,KOSGODA SPICE & HERBLE GARDEN,"NO.777,GALLE ROAD, KOSGODA",Not Graded,Galle,Galle,Balapitiya Divisional Secretariat
541,Spice Gardens,NEW LUCKY LAND SPICE GARDEN,"KANDY ROAD, HINGULA",Not Graded,Kegalle,Kegalle,Mawanella Divisional Secretariat
542,Spice Gardens,NEW ALL SPICE GARDEN,"THUNTOTAWATTA, MOLAGODA, KEGALLE",Not Graded,Kegalle,Kegalle,Kegalle Divisional Secretariat
543,Spice Gardens,LUCKGROVE SPICE GARDEN,"NO. 28,PALAPATHWALA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
544,Spice Gardens,LUCKYLAND-101,"101, PALAPATWELA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
545,Spice Gardens,ROYAL 100 SPICE AND HERBAL GARDEN,"KAWDUPELELLA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
546,Spice Gardens,REGENT SPICE GARDEN,"NO. 06, KIRIGALPOTHA, PALAPATHWALA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
547,Spice Gardens,SIRILAK SPICE GARDEN,"NO. 50, KAWDUPALALLA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
548,Spice Gardens,SUSANTHA SPICE AND HERBAL GARDEN,"NO. 27, GANETHENNA, HINGULA, MAWANELLA",Not Graded,Matale,Matale,Mawanella Divisional Secretariat
549,Spice Gardens,SAFFARON SPICE GARDEN,"NO. 21, RANDENIYA, HIRIWADUNNA, KEGALLE",Not Graded,Kegalle,Kegalle,Kegalle Divisional Secretariat
550,Spice Gardens,SURATHURA SPICE & HERBAL GARDEN,"NO. 03, THOTAGAMUWA, PALAPATHWALA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
551,Spice Gardens,ZORN SPICE GARDEN,"NO. 50, RANDENIYA, HIRIWADUNNA",Not Graded,Kegalle,Kegalle,Kegalle Divisional Secretariat
552,Spice Gardens,THE ISLAND SPICE GROOVE,"NO. 25, UTUWANKANDA, MAWANELLA",Not Graded,Kegalle,Kegalle,Mawanella Divisional Secretariat
553,Spice Gardens,ARUNALU SPICE GARDEN,"NO. 80, MADAWALA ULPATHA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
554,Spice Gardens,DIANA SPICE GARDEN,"NO. 02, KIRIGALPOTHA, PALAPATHWELA",Not Graded,Matale,Matale,Matale Divisional Secretariat
555,Spice Gardens,96 DELIGHT SPICE GARDEN,"12 KADE, 30TH MILE POST, NALANDA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
556,Spice Gardens,NEW PARADISE SPICE GARDEN,"NO. 09, KAWUDUPELLELA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
557,Spice Gardens,NEW PARADISE SPICE GARDEN,"KANDY COLOMBO ROAD, ANWARAMA, MAWANELLA",Not Graded,Matale,Matale,Mawanella Divisional Secretariat
558,Spice Gardens,KANDYAN SPICE GROVE,"NO. 99, GANETENNA, HINGULA",Not Graded,Kegalle,Kegalle,Kegalle Divisional Secretariat
559,Spice Gardens,GREEN VALLEY SPICE GARDEN,"NO. 28, ANWARAMA, MAWANELLA",Not Graded,Kegalle,Kegalle,Mawanella Divisional Secretariat
560,Spice Gardens,HIGHLAND SPICE GARDEN,"NO. 25, KOHOLANGWELLA, MADAWELLA, ULPOTHA, MATALE",Not Graded,Matale,Yatawatta Pradeshiya Sabha,Yatawatta Divisional Secretariat
561,Spice Gardens,NEW NILWALA SPICE GARDEN,"NO. 07, KIRIGALPOTHA, PALAPATHWELA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
562,Spice Gardens,ISIWARA AYURVEDIC VILLAGE,"NO.15, UPALI WATTA, DEDULGAMUWA, MADAWALA,ULPOTHA, MATALE",Not Graded,Matale,Matale,Naula Divisional Secretariat
563,Spice Gardens,NEW REGENT SPICE AND HERBAL GARDEN,"NO. 6, UTHUWANKANDA, MAWANELLA.",Not Graded,Kegalle,Kegalle,Mawanella Divisional Secretariat
564,Spice Gardens,EUPHORIA SPICE AND HERBAL(88),"ARUNALOKA FARM,MADAWALA ULPATHA,MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
565,Spice Gardens,GREENLAND SPICE GARDEN,"NO 01, ANWARAMA - MAWANELLA",Not Graded,Kegalle,Kegalle,Mawanella Divisional Secretariat
566,Spice Gardens,HERITAGE SPICE AND HERBS GARDEN-NO 11,"NO 130,CENTER LAND,DIMBULAGAMUWA,MADAWALA,ULPOTHA",Not Graded,Matale,Matale,Pallepola Divisional Secretariat
567,Spice Gardens,GRAND REGENT,"NO:6 HABARANA ROAD,INAMALUWA,DAMBULLA",Not Graded,Matale,Matale,Matale Divisional Secretariat
568,Spice Gardens,NEW LUCKUYANA SPICE AND HERBAL GARDEN,"NO:200,RANDENIYA,HIRIWADUNNA,KEGALLE",Not Graded,Kegalle,Kegalle,Kegalle Divisional Secretariat
569,Spice Gardens,27 OLD VILLAGE SPICE & HERBLE GARDEN.,"KOHOLANWELA,MADAWALA,ULPOTHA,MATALE.",Not Graded,Matale,Dambulla Pradeshiya Sabha,Pallepola Divisional Secretariat
570,Spice Gardens,ISIRESA SPICE GARDEN,"273,SIGIRIYA ROAD, MORAGASWEWA,HABARANA",Not Graded,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat
571,Spice Gardens,RISIWARANA SPICE GARDEN,"59,DAMBULLA ROAD, KAWATAYAMUNA,,MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
572,Tourist Shops,LAKMINI,"NO. 676,PERADENIYA ROAD,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
573,Tourist Shops,ART LANKA,"NO. 951, PERADENIYA ROAD,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
574,Tourist Shops,SIFANI JEWELLERS,"845, PERADENIYA ROAD, KANDY.",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
575,Tourist Shops,TONY'S FAIR,"530, COLOMBO ROAD, KIRIBATHKUMBURA, KANDY.",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
576,Tourist Shops,NISHANTHA WOOD CARVINGS,"NO. 3, 26TH POST, HATHAMUNA ROAD, POLONNARUWA",Not Graded,Polonnaruwa,Polonnaruwa,Padiyathalawa Divisional Secretariat
577,Tourist Shops,HOUSE OF FASHINES GARMENTS,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
578,Tourist Shops,HEMACHANDRAS,"NO. 939, PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
579,Tourist Shops,HEMACHANDRAS,"QUEEN'S HOTEL, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
580,Tourist Shops,NORITAKE LANKA PORECELAIN,"NO.580,NEGOMBO ROAD, MABOLE, WATTALA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
581,Tourist Shops,PRASANNA GEM CENTER,"NO. 919, PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
582,Tourist Shops,ASIAN GEMS & JEWELLERY,"50A,HOTEL ROAD, MT. LAVINIA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
583,Tourist Shops,SERENE GEM GALLERY,"NO.11, JOSEPH LANE, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
584,Tourist Shops,KUBRA JEWELLERS,"245, GALLE ROAD, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
585,Tourist Shops,LAKMEDURA,"NO.113, DHARMAPALA MAWATHA, COLOMBO 07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
586,Tourist Shops,HOUSE OF FASHION GARMENTS,"NO.28,R.A. DE MEL MAWATHA, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
587,Tourist Shops,TIESH BY LAKMINI,"253, R.A. DE MEL MAWATHA, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
588,Tourist Shops,SILK & STYLE,"AIRPORT GARDEN HOTEL, NEGOMBO ROAD, SEEDUWA",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
589,Tourist Shops,BANDULA FERNANDO BATIKS,"289/5, NOEL MENDIS MAWATHA, PANADURA",Not Graded,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
590,Tourist Shops,DHANAJA GEM MUSEUM,"590, COLOMBO ROAD, NEW TOWN, RATHNAPURA",Not Graded,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
591,Tourist Shops,FIOR DRISSAGE JEWELLERS,"NO.42-D, COLOMBO ROAD, LIYANAGEMULLA, SEEDUWA",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
592,Tourist Shops,PREMADASAS GEMS AND JEWELLERY,"NO. 75/7, WORD PLACE, COLOMBO-07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
593,Tourist Shops,PREMADASA GEMS AND JEWELLERY,"NO. 800, PERADENIYA, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
594,Tourist Shops,AMITH GEMS,"644,PERADENIYA ROAD,KANDY.",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
595,Tourist Shops,BATIK FAIR BY KOTTEGODA,"THATAGAMUWA,PALAPATHWELA,MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
596,Tourist Shops,BATIK FAIR BY KOTTEGODA,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA.",Not Graded,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat
597,Tourist Shops,BATIK LAND,"63,KANDY ROAD,GANETENNA,HINGULA,MAWANELLA",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
598,Tourist Shops,DIAMOND DREAMS,"NO. 27, JOSEPH LANE ,COLOMBO 04.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
599,Tourist Shops,A.M.A.CAREEM JEWELLERS,"BROWNS BEACH HOTEL,NEGOMBO",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
600,Tourist Shops,A.M.A.CAREEM JEWELLERS,"BROWNS BEACH HOTEL,NEGOMBO.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
601,Tourist Shops,A.M.A CAREEM JEWELLERS,"THE BEACH,NEGOMBO.",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
602,Tourist Shops,ISINI GEM JEWELLERS,"NO.41, RAJAPIHILLA MAWATHA, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
603,Tourist Shops,DERICK GEMS AND JEWELLERY,"NO. 388,COLOMBO ROAD,DADALLA,GALLE",Not Graded,Galle,Galle,Galle Divisional Secretariat
604,Tourist Shops,GREEN GARDEN AYURVEDIC CENTER,"NO. 189, BEACH ROAD, PALAGATURE, KOCHCHIKADE",Not Graded,Gampaha,Negombo,Negombo Divisional Secretariat
605,Tourist Shops,KREATIONS,KREATIONS,Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
606,Tourist Shops,LAKSHILA,"NO.676A,PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandaketiya Divisional Secretariat
607,Tourist Shops,ERIC SURIYASENA THE COLLECTION,"DAMBULLA ROAD, PALAPATHWALA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
608,Tourist Shops,GUNATHILAKA BATIKS,"NO. 173/A, RAJAPIHILLA MAWATHA,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
609,Tourist Shops,NORITAKE LANKA PORCELAIN,"P.O. BOX 30, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
610,Tourist Shops,LANKA CERAMIC,"NO.696,GALLE ROAD, COLOMBO-03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
611,Tourist Shops,OAK RAY SILK GALLERY,"NO. 09, DEVENI RAJASINGHE MAWATHA, GATAMBE, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
612,Tourist Shops,OAK-RAY WOOD CARVING,"NO. 09, DEVANI RAJASINGHE MAWATHA,GETAMBE,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
613,Tourist Shops,PREMADASA SOUVENIRS,"NO. 560,GALLE ROAD,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
614,Tourist Shops,WIJAYA GEMS,"NO. 730, GALLE ROAD, COLOMBO 03",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
615,Tourist Shops,LANQUEENS GEMS &JEWELERS,"T LANE, KALUWAMODERA, ALUTHGAMA",Not Graded,Kalutara,Aluthgama,Aluthgama
616,Tourist Shops,ZAM HANDICRAFT,"NO. 81, GALLE ROAD, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
617,Tourist Shops,ZAM HANDICRAFT,"NO. 548, PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
618,Tourist Shops,ZAM HANDICRAFT,"COLOMBO HILTON,COLOMBO 01",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
619,Tourist Shops,SILK GARDENS,"NO. 935, FIRST FLOOR, PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
620,Tourist Shops,BATIK COLLECTION,"NO.173 A1/1 (NEW # 171/1/1 RAJAPIHILLA MW,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
621,Tourist Shops,CEYGEMS INTERNATIIONAL -KANDY,"NO.673, PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
622,Tourist Shops,UNIXINGS,"208,R.A DE MEL MAWATHA,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
623,Tourist Shops,ISLAND BATIKS,"NO. 79/5, TRINCOMALE STREET, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
624,Tourist Shops,CITY OF GEM MUSEUM,"NO. 17 B, GALLE ROAD, MOLLIGODA, WADDUWA",Not Graded,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat
625,Tourist Shops,HEMACHANDRA SILKS,"935,PERADENIYA ROAD,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
626,Tourist Shops,LAKVIDU GEM AND JEWELLERY AND UNIQUE ART GALLERY,"NO 18,COLOMBO STREET,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
627,Tourist Shops,HENRY BATIKS,"SIGIRIYA ROAD, INAMALUWA, DAMBULLA",Not Graded,Matale,Dambulla Pradeshiya Sabha,Polpithigama Divisional Secretariat
628,Tourist Shops,GEMS CHAMBER-GEM BANK,N.06 EHELEPOLA-GM BANK,Not Graded,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
629,Tourist Shops,THE EXOTIC,"45,5TH LANE,COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
630,Tourist Shops,TAPROSILK,"N0.658 /A PERADENIYA ROAD, KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
631,Tourist Shops,HOUSE OF FASHION MEGA MALL,"NO 101,D.S SENANAYAKE MW,COLOMBO 08",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
632,Tourist Shops,RATNAPURA GEM BUREAU,"POTHGUL VIHARA MAWATHA,RATNAPURA",Not Graded,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat
633,Tourist Shops,LAKRUKA,"KANDY TRINCOMALEE ROAD,ARANGALA,NAULA",Not Graded,Badulla,Badulla,Badulla Divisional Secretariat
634,Tourist Shops,HANDUNI'S GEMS & JEWELLERY EXPORT,"NO 312/5/2,WARATENNE,HALLOLUWA,KANDY",Not Graded,Kandy,Kandy,Harispattuwa Divisional Secretariat
635,Tourist Shops,OAK RAY GEM & JEWELLERY,"22D,DEVENI RAJASINGHE MAWATHA GATAMBE,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
636,Tourist Shops,KHIARDS,"TAJ SAMUDRA HOTEL 25,GALLE FACE, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
637,Tourist Shops,E.W.BALASURIYA & CO.,"7/2,SANGAMITTA MAWATHA,KANDY",Not Graded,Kandy,Kandy,Kandy Divisional Secretariat
638,Tourist Shops,NATURAL GEMS & GEMOLOGICAL MUSEUM,"NO.530,COLOMBO ROAD,KIRIBATHKUMBURA,KANDY.",Not Graded,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat
639,Tourist Shops,OAK-RAY CREATIONS BATIKS - MATALE,"NO. 17, DAMBULLA ROAD, KAUDUPELALLA, MATALE",Not Graded,Matale,Matale,Matale Divisional Secretariat
640,Tourist Shops,RU SHI GEMS,"NO149,GALLE ROAD,BAMBALAPITIYA,COLOMBO 04.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
641,Tourist Shops,BAZAAR AND COMPANY,"INSIDE RIV SRI LANKA RESORT, GALLE ROAD, AHUNGALLA",Not Graded,Galle,balapitiya,Balapitiya Divisional Secretariat
642,Tourist Shops,CEYLON SAPPHIRE COLLECTION,"NO. 149, COLOMBO ROAD, KALUWELLA, GALLE",Not Graded,Galle,Galle,Galle Divisional Secretariat
643,Tourist Shops,PRIME TEA CEYLON,"523/4B, SIRIKOTHA LANE, COLOMBO 03",Not Graded,Colombo,MC,Thimbirigasyaya Divisional Secretariat
644,Tourist Shops,THE SILVER JEWELLERY SHOP,"118/7,JINADASA NIYATHAPALA MAWATHA, NARAHENPITA , COLOMBO 05.",Not Graded,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat
645,Tourist Shops,FINE GEM AND JEWELLERY,"298B,R.A.DE MEL MAWATHA,COLOMBO 03",Not Graded,Colombo,MC,Colombo Divisional Secretariat
646,Travel Agents,EXOTIC TOURS (PVT) LTD,"NO. 572/10, 2ND FLOOR, MADIWELA ROAD, THALAWATHUGODA",Not Graded,Colombo,Dehiwala-Mount Lavinia,Moratuwa Divisional Secretariat
647,Travel Agents,HAMOOS TRAVELS (PVT) LTD,"NO.34, DR WIJEWARDHANA MAWATHA, COLOMBO 10",Not Graded,Colombo,Colombo,Maradana
648,Travel Agents,WORLDLINK TRAVELS (PVT) LTD,"NO.20 DHARMARAMA ROAD, COLOMBO 06",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
649,Travel Agents,THE TRAVEL MARKET (PVT) LTD,"NO. 182, AIRLINK TOWERS, MAIN STREET, KATTANKUDY 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
650,Travel Agents,TANGERINE TOURS (PVT) LTD,"NO.236, GALLE ROAD, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
651,Travel Agents,SEIKOU LANKA TOURS (PVT) LTD,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
652,Travel Agents,HANA TRAVELS & TOURS (PVT) LTD,"NO.345.1/1, KOTTE ROAD, RAJAGIRIYA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
653,Travel Agents,FINTRAVEL (PVT) LTD,"NO. 61, ALEXANDRA PLACE, COLOMBO 07",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
654,Travel Agents,MAGICAL ISLE HOLIDAYS (PVT) LTD,"NO 26.B, NUGEGODA ROAD, PEPLIYANA.",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
655,Travel Agents,TAPROBANE TRAVELS ( PVT ) LTD,"NO.4/B,2ND CROSS STREET,TALBOT TOWN,GALLE.",Not Graded,Galle,Galle,Galle Divisional Secretariat
656,Travel Agents,CEYLON'S BEST TOURS (PVT) LTD,"MIHIRIPENNA, WARAPITIYA, DHARGA TOWN",Not Graded,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat
657,Travel Agents,LANKA TRAVEL SERVICES,"350, AMBAGAHA JUNCTION ROAD, GOTHATUWA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
658,Travel Agents,GLOBAL CONNECTION TRAVELS & TOURS (PVT) LTD,"NO.9, CAL.T.G. JAYAWARDENA MAWATHA, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
659,Travel Agents,REGIONAL DEVELOPMENT HOLDINGS (PVT) LTD,"NO.130/1/B,WATADDARA,VEYANGODA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
660,Travel Agents,ADITHYA LANKA HOLIDAYS (PVT) LTD,"NO.136/B, KANDY ROAD, KALALPITIYA, PASYALA",Not Graded,Gampaha,Gampaha,Gampaha Divisional Secretariat
661,Travel Agents,GALLE TRAVLS & TOURS (PVT) LTD,"NO.41, MARINE GRAND BANQUEST HALL, 2ND FLOOR, MARINE DRIVE, COLOMBO 06",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
662,Travel Agents,WILD HOLIDAYS TRAVELS (PVT) LTD,"NO.42, BAGATHALE ROAD, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
663,Travel Agents,UNITED LEISURE (PVT) LTD,"NO.174/3/3, 2ND FLOOR, SAMPATH BANK BUILDING, RAGAMA ROAD, KADAWATHA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
664,Travel Agents,VICCTORY TRAVELS,"NO.8/10,BRISTOL STREET, COLOMBO 01",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
665,Travel Agents,IQRA TRAVELS & TOURS (PVT) LTD,"NO.195/1B, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
666,Travel Agents,MAL KEY TRAVELS & TOURS (PVT) LTD,"NO.58, PAMANKADA ROAD, COLOMBO 06",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
667,Travel Agents,KAMWELTA TRAVEL & TOURS (PVT) LTD,"KINDELPITIYA JUNTION, WELMILLA, BANDARAGAMA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
668,Travel Agents,ASIAN ADVENTURES,"NO. 74 A.1/1, PARK STREET, COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
669,Travel Agents,N M LANKA TRAVELS COMPANY,"NO.2/1, NANDANA MOTORS BUILDING, MALIGAWATTE, COLOMBO 10",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
670,Travel Agents,UPALI TRAVELS (PVT) LTD,"NO.06, REGENTS BUILDING, CHITTAMPALAM GARDINER MAWATHA, COLOMBO 02",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
671,Travel Agents,M.D.GUNASENA TRAVEL INTERNATIONAL (PVT) LTD,"NO.150, MIHINDU MAWATHA, COLOMBO 12",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
672,Travel Agents,A1 TRAVELS (PVT) LTD,"NO. 70/1/1, GALLE ROAD, DEHIWALA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
673,Travel Agents,GREEN HOLIDAY CENTRE (PVT) LTD,"31 A, W A D RAMANAYAKA MAWATHA, COLOMBO 02, SRI LANKA",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
674,Travel Agents,CLASSIC TRAVEL (PVT) LTD,"NO.379/4, GALLE ROAD, COLOMBO 03",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
675,Travel Agents,ORIENT TOURS,"NO.81/9A, GREENLAND PLACE, COLOMBO 05",Not Graded,Colombo,Colombo,Colombo Divisional Secretariat
